"i","Result.1","Result.2","Result.3"
1,0.751950492407195,0.140612528552301,0.642198477473576
1,0.973986692635808,0.336223547963891,0.54827852104092
1,0.812731204370502,0.231357691520825,0.442121990839951
1,0.573799006957561,0.369261911381036,0.116073692401405
1,0.665492696405854,0.713996207157616,0.698639925534371
1,0.958708616639487,0.309832489171531,0.246582145499997
1,0.451395431589335,0.530253613737877,0.306992305570748
1,0.26067775790114,0.0533124546450563,0.926202326179482
1,0.551388539485633,0.609673825746868,0.936952638011426
1,0.569681433439255,0.597457678541541,0.02303480806062
1,0.719914790424518,0.462375473929569,0.25845133387018
1,0.536987094969954,0.862408043476753,0.229019061154686
1,0.656779233722482,0.0839570285496302,0.785247612677049
1,0.773752721087076,0.248509603622369,0.609127448028885
1,0.944737601694651,0.341123816622421,0.0756045452831313
1,0.877281082659028,0.848848955163267,0.893787886819337
1,0.84893840463832,0.164253601019736,0.599339864314534
2,0.376569487135857,0.319381307461299,0.719465194989461
2,0.114259155162144,0.599929346572608,0.115950633145403
2,0.324735834589228,0.0797916044830345,0.806309961972293
2,0.0971289275842719,0.357215351019986,0.983871633987874
2,0.501940538052004,0.174598307355773,0.417699035997503
2,0.275904750467744,0.196259273686446,0.910684655676596
2,0.860469189789146,0.448237696900032,0.779507770834025
2,0.637838688842021,0.850950155886821,0.944501220621169
2,0.755582446102053,0.343929373205174,0.994452797716949
2,0.613600704586133,0.361884860552382,0.0566012613940984
2,0.0442527758842334,0.0987196424114518,0.388552133361809
2,0.832054024250247,0.657952426029369,0.83274673625594
2,0.958880440357607,0.97909751131665,0.931633859924041
2,0.132056773614604,0.478510283723008,0.162418934453744
2,0.524199881420936,0.83185634049587,0.460911988117732
2,0.769484445976559,0.704992875475436,0.742644259228837
2,0.0698126720101573,0.99710746361874,0.923061486957595
2,0.553816641008016,0.288021779432893,0.061007983207237
2,0.162491400486324,0.82050287499791,0.657106615607627
2,0.714603243314195,0.0801359903719276,0.336960658326279
2,0.0229915539105423,0.951447895793244,0.423729256410152
2,0.425322244623676,0.379355086642317,0.437086230721325
2,0.0559799306374043,0.267072373195551,0.527841753663961
2,0.542581673567183,0.937341237799264,0.692947404531296
2,0.316933132996783,0.725595101874787,0.39941225370625
2,0.587325899538118,0.11546896378044,0.861848355331458
2,0.795205805376172,0.0509224101481959,0.361656440808438
2,0.678328902947251,0.511765102385543,0.00773164716549218
2,0.889707949617878,0.816700637703761,0.58299107400002
2,0.289694244628772,0.742627762760967,0.793744446046185
2,0.0368591295648366,0.688451582952402,0.308018228327855
2,0.416631733926479,0.125549085459206,0.502497151989955
2,0.499110159240663,0.0601867889123969,0.702164287660271
2,0.924562198263593,0.562585839396343,0.103694612365216
2,0.735336125721224,0.764218837197404,0.154004114707932
2,0.666006369525567,0.018491336631123,0.221020924893674
2,0.806144773694687,0.187994372013491,0.903688503685407
2,0.694522041499149,0.251269707244355,0.176815467125271
2,0.707529169328045,0.0250184745062143,0.787157105896622
2,0.990450827488676,0.885347753488459,0.320023876279593
2,0.330473761446774,0.137436805318575,0.190396986526903
2,0.474617739454843,0.79362325100461,0.602829446743708
2,0.205888593180571,0.848555665237363,0.728304168446921
2,0.217525440983009,0.788341734060086,0.231997279084753
2,0.184480129424483,0.494881823845208,0.455117604895495
2,0.459792985422537,0.648961355269421,0.478136253475677
2,0.0849381689215079,0.211675568702631,0.878008364203852
2,0.407932161239441,0.152488759940024,0.640862620954867
2,0.0720798721117899,0.904669583830982,0.541107055826578
2,0.297744152767118,0.00355457705212757,0.441144707535859
2,0.910264844438061,0.140955530665815,0.755349834610242
2,0.657529747681692,0.925917901901994,0.272459736219607
2,0.34563894136576,0.16265935592819,0.313173048871104
2,0.938570027833339,0.617368624471128,0.62043404373806
2,0.536040392362047,0.0493358545773663,0.148567364295013
2,0.177799977306277,0.507837912272662,0.0732174416212365
2,0.481025242418982,0.233191287727095,0.661526612436865
2,0.120409298068844,0.583986834923271,0.0345639984146692
2,0.979748648360837,0.87145484372275,0.0443233854440041
2,0.721578807926271,0.528885969319381,0.375748011991382
2,0.595342460114043,0.629138423388358,0.633777736360207
2,0.600544062764384,0.228641588469036,0.0241469569224864
2,0.437075970184524,0.332774709651712,0.579600247142371
2,0.516497203158215,0.639659015606157,0.829800355304033
2,0.103519005961716,0.666708263996989,0.558380441688933
2,0.00720611943863332,0.430495822473895,0.260435378747061
2,0.967449552563485,0.989980276301503,0.680382523122244
2,0.151831754385494,0.968142556955572,0.259563449353445
2,0.300213619337883,0.203084150352515,0.594039875769522
2,0.981695758593269,0.0302971462230198,0.76007277328521
2,0.566999000643846,0.758942742848303,0.345880503086373
2,0.820380217691418,0.304241257084068,0.358682839348912
2,0.782132863670122,0.808544593413826,0.218885668341536
2,0.846400869947392,0.890354748999234,0.814751393578481
2,0.574967541540973,0.676650132730138,0.18119970665779
2,0.222518504532054,0.272572254361585,0.611328593385406
2,0.354399250482675,0.456132456669584,0.956377413852606
2,0.360382797210477,0.71550872071879,0.248231645901687
2,0.811439728257246,0.484673445187509,0.123647679416463
2,0.948047184869647,0.108256615870632,0.856694876553956
2,0.904678753139451,0.3895846771379,0.205048939371482
2,0.74663166528102,0.396187649404164,0.967833239831962
2,0.626349255342502,0.94504967357032,0.290089314135257
2,0.857285218113102,0.57182226476958,0.0800622329395264
2,0.396157450911123,0.54197686642874,0.51924734832719
2,0.193161852420308,0.429062590098474,0.096579607934691
2,0.875325446152128,0.772914654128253,0.735139038232155
2,0.388768824257422,0.3221025619586,0.401837633512914
2,0.649886416303925,0.608218370447867,0.56715169840958
2,0.448611302855425,0.535284187416546,0.485240332440007
2,0.239040470710024,0.557503096209839,0.28623221416492
2,0.14870086958399,0.249576104832813,0.977257940233685
2,0.770620646174066,0.730718170381151,0.0190495781530626
2,0.0174077717890032,0.699124032724649,0.53394362077117
2,0.264180371032562,0.864003529245965,0.843407666343264
2,0.68707122661639,0.460448013236746,0.496336747552268
2,0.249189109676518,0.297615790006239,0.889675005699974
2,0.891716679104138,0.410826539793052,0.130042163224425
2,0.469930835235864,0.914967675916851,0.895124296185095
2,0.251352367787622,0.40211985035101,0.676441271232907
3,0.404994677631184,0.489853171277791,0.67801511248108
3,0.29918002268998,0.030048827349674,0.900897939058486
3,0.11043462036876,0.706989466084633,0.417124997810461
3,0.0193456381838769,0.297965004651342,0.554735143315047
3,0.557141252539586,0.467798569602892,0.64712000326952
3,0.831407579407096,0.617143391906284,0.748805329876486
3,0.982725016793702,0.363894043110777,0.0659759314334951
3,0.424537274758331,0.229875881047919,0.684126171106473
3,0.757789442632347,0.852420023069717,0.576938207298517
3,0.663157843982335,0.894718789344188,0.769935215834994
3,0.885040437444113,0.681552856781054,0.235729707314167
3,0.141370697147213,0.0897801394527778,0.438628050123807
3,0.289361144455615,0.274722136817872,0.306468979336787
3,0.615132657629438,0.676324724184815,0.200619348532055
3,0.255780314921867,0.781992723091971,0.070637949637603
3,0.2445406803675,0.126323581023607,0.515462256348692
3,0.184709244873375,0.64224122061627,0.355188657511026
3,0.657355435604695,0.326748926176224,0.690197759866714
3,0.70708593150368,0.934586019786075,0.0351275131013244
3,0.450808728372212,0.866660430221818,0.284224889818579
3,0.279983662171289,0.390508774379268,0.853222779962234
3,0.770374004063196,0.001837317221798,0.00846969599835575
3,0.638634579845239,0.149690694101155,0.613293650727719
3,0.517287195257377,0.495137017327361,0.879236121389549
3,0.235778805059381,0.722770670070313,0.269636906380765
3,0.789990117079578,0.94873244518647,0.126900222687982
3,0.00131636408623308,0.839357241590042,0.980644847748335
3,0.0953158658067696,0.500959507194348,0.86764863943914
3,0.395480629371013,0.0636018281895667,0.461964248749427
3,0.911952640635427,0.0498725537280552,0.296749039127026
3,0.266711266890634,0.100396412445698,0.502902606267016
3,0.746507317384239,0.795552147575654,0.314315900180955
3,0.165542425995227,0.815563936929684,0.226630896860734
3,0.304330493065063,0.886376713530626,0.730229946519248
3,0.430750181393232,0.413407177513,0.0805929262121208
3,0.225276793106459,0.350274315918796,0.799499539381359
3,0.685153564258944,0.375368561490905,0.137732917221729
3,0.627574859571178,0.201098750433885,0.590756195727736
3,0.699606230622157,0.284249506546184,0.847726641802583
3,0.978900734568015,0.119671215305571,0.39318318836391
3,0.476099384522531,0.806000774344429,0.491159534389153
3,0.10847243210068,0.658819335955195,0.663574355437886
3,0.545845930317882,0.478382316520438,0.0505369167309254
3,0.0689517856086604,0.600580235959496,0.188711927758995
3,0.137133199840318,0.578184841263574,0.959705775107723
3,0.801667541277129,0.924578474303707,0.543887296684552
3,0.481464504047763,0.348960051655304,0.0186840257234871
3,0.811131922416389,0.408531204680912,0.608632910465822
3,0.927478309208527,0.565435341545381,0.153351476509124
3,0.763973698464688,0.452635318606626,0.949964177785441
3,0.524485931792297,0.317653002848383,0.400927902818657
3,0.0222178637096658,0.300112670320086,0.479019018751569
3,0.719343676739372,0.964467010556255,0.459987909863703
3,0.735996739459224,0.0542407543235458,0.529842573641799
3,0.9572236338933,0.593760848012753,0.63894413636066
3,0.0393473524670117,0.997287685386837,0.71476581590483
3,0.935601650655735,0.445240458317567,0.241043423369993
3,0.647206707799342,0.33164945069002,0.270007898632903
3,0.899215212615672,0.243663883383852,0.371456872185227
3,0.967710850203875,0.420485830365214,0.34632021822501
3,0.0772236119024456,0.0232167977932841,0.889555671976414
3,0.219481355629396,0.740818842921872,0.583020516550168
3,0.172404360864311,0.218279633624479,0.425420954953879
3,0.865442169536836,0.38234205508139,0.729627878377214
3,0.352472204188816,0.586127953014802,0.363709678607993
3,0.576964714550413,0.761991574747954,0.999627685630694
3,0.328860295319464,0.519829400272574,0.0945870398334227
3,0.334304447965696,0.953497577114031,0.829768036005553
3,0.604594000314828,0.536152311763726,0.446180356510449
3,0.38455575650325,0.528478948385455,0.146654051004443
3,0.369548927093856,0.758134615619201,0.218226299327798
3,0.536647685097996,0.54297691516811,0.921345949936658
3,0.315419314552564,0.151574339114595,0.893249366958626
3,0.448037479617633,0.846047604039777,0.658541788510047
3,0.462017184598371,0.436691226761322,0.0482577194925398
3,0.585159424073063,0.173580121123232,0.801025244258344
3,0.793813364882954,0.630045674184803,0.704791981102899
3,0.49058302517049,0.877692607266363,0.968984819557518
3,0.20930310070049,0.137669322285801,0.171104761997703
3,0.94710926028667,0.0979110591462813,0.326777503110934
3,0.820247759057675,0.696977736975532,0.627270089809317
3,0.876489950709511,0.0165813519060612,0.533489957374986
3,0.126742802450899,0.9723424012959,0.332571459929459
3,0.723298074738123,0.716717755538411,0.196687046668958
3,0.903687283720355,0.775007683760487,0.919025306149852
3,0.343080599000677,0.26841936708428,0.383476487828884
3,0.672274306057952,0.0771750070760027,0.117679173885845
3,0.0569849586905912,0.660635171388276,0.776770133131649
3,0.379731466798112,0.558309881179593,0.93331159563968
3,0.0873924586898647,0.914643030995503,0.976441356702708
3,0.150781501689926,0.189592828419991,0.164129698027391
3,0.592342782972846,0.908441622536629,0.0226704789185897
3,0.994885454759933,0.192512313113548,0.259796533756889
3,0.561990944372956,0.987265469918493,0.487606933207717
3,0.196358738758136,0.739576489585452,0.569097612767946
3,0.503254329357296,0.160850572593044,0.838493743634317
3,0.842803488054778,0.822923248715233,0.757217255099677
3,0.0426862990646623,0.235151052968577,0.786517484157812
3,0.854169792074244,0.252722064307891,0.81942841271637
3,0.41771970581729,0.629657395603135,0.105429596651811
4,0.0985959942475893,0.28211463239044,0.736590069865342
4,0.806095389584079,0.483230345770717,0.297590765869245
4,0.530076495334506,0.572225610234309,0.91614607412368
4,0.66858760006493,0.27718119163299,0.216824515869375
4,0.890035401766654,0.815884563853033,0.271258666848298
4,0.707805655084085,0.11029669438256,0.681760641210712
4,0.574368533319794,0.836123477190267,0.0885727027058601
4,0.653579397224821,0.764106267557945,0.799640636523254
4,0.269242576505058,0.0850756647926755,0.573543520595413
4,0.357938264575787,0.266495846880134,0.959887823325116
4,0.183925117363688,0.72547172984574,0.663981257053092
4,0.92009035181487,0.711727646696381,0.597996294500772
4,0.818853947254829,0.926647158677224,0.442642587618902
4,0.438795893178321,0.353712784312665,0.385288269615266
4,0.609418649738654,0.518706502777059,0.844880876061507
4,0.28288737031864,0.858558785233181,0.0100449372781441
4,0.42987534256652,0.872438919909764,0.495339651142713
4,0.0110081299883313,0.897845862330869,0.144900218490511
4,0.722127217443194,0.991777366574388,0.0306135674216785
4,0.962072479017079,0.369404486056883,0.653797222194262
4,0.488326003148686,0.757769493833184,0.00666879615280777
4,0.840355605995283,0.135852731047198,0.724825716833584
4,0.406864034282044,0.339801555019803,0.615006688693538
4,0.412700271853246,0.39200731857447,0.20654801405035
4,0.730474687379319,0.549889540255535,0.397556490134448
4,0.523470006496646,0.820591391604394,0.482782583595254
4,0.882632621629164,0.419904945280869,0.826429568701424
4,0.0533261277433485,0.10649060619995,0.194637490473688
4,0.512317176291253,0.384979843278416,0.981864434513263
4,0.100276475357823,0.196712990640663,0.30372926896438
4,0.292700006416999,0.692509936802089,0.423440177505836
4,0.314161972515285,0.311839750593063,0.886202372123953
4,0.4697199155204,0.686579533049371,0.805129188217688
4,0.641529796160758,0.00288307088892907,0.861152004927862
4,0.444720148826018,0.957527444255538,0.231930935082491
4,0.678717303124722,0.749033062660601,0.352081429928076
4,0.367587953100447,0.374115140219219,0.54700658819871
4,0.242151653640904,0.441728167934343,0.643068345307838
4,0.909505973949563,0.232098397791851,0.45068623470841
4,0.217768960255198,0.202598403415177,0.432636009298731
4,0.776352255507372,0.497863152422942,0.311745041287504
4,0.00018964936491102,0.965954703176394,0.173348225550726
4,0.638571318320464,0.147358297768515,0.934524248170201
4,0.254641424135771,0.983547180555761,0.780225934558548
4,0.697291768728755,0.564178964220919,0.285743133211508
4,0.225968655755278,0.791706036506221,0.55153901883401
4,0.308290481965523,0.0173151405411772,0.372628789858427
4,0.947905775546096,0.436967480923049,0.833789484065492
4,0.782041603759863,0.162828144922387,0.268983701609541
4,0.59466183841927,0.17766126931645,0.71367423507385
4,0.862794552631676,0.477203374735545,0.970823391277809
4,0.589271861948073,0.254161966186948,0.748760304481257
4,0.145080160286743,0.348383531977888,0.249870291582774
4,0.132299410323612,0.597102586394176,0.419482931531966
4,0.873248328885529,0.0449256814667024,0.361665165624581
4,0.91045971487416,0.659560157004744,0.33250709135551
4,0.950645888231229,0.0926078086625785,0.127915340594482
4,0.322367189533543,0.125732118680608,0.903311491981149
4,0.0619581474969164,0.211985376439989,0.162307675192133
4,0.855422753295861,0.641851882322226,0.606835369870532
4,0.615290705263615,0.555096202478744,0.705280211411882
4,0.115112171489745,0.222085733090062,0.34256486286642
4,0.824790661146399,0.587944703758694,0.133767043536063
4,0.792752131712623,0.73318444481818,0.890843157966156
4,0.383537336133886,0.525445566456765,0.0621503465715796
4,0.0478085699118674,0.844216393264942,0.0225778242875822
4,0.0238020323868841,0.324903644560836,0.0448996616574004
4,0.194357195515186,0.789393514841795,0.108735782012809
4,0.472738020466641,0.18155454716878,0.511926407308783
4,0.169443164616823,0.532929268386215,0.922517973531503
4,0.27261389428284,0.241560038721655,0.256272604910191
4,0.395673662696499,0.0254388795909472,0.626249802082311
4,0.338081011378672,0.882608585979324,0.327018708023243
4,0.176142879007384,0.405358540252782,0.997080853295047
4,0.15712671186775,0.29343481174903,0.116157750280108
4,0.982132289968431,0.97263185107382,0.50450852801092
4,0.719127197337803,0.0592973912740126,0.943660920406692
4,0.991745866192505,0.036325725284405,0.567954605028499
4,0.975709593454376,0.4271777370153,0.536309408226516
4,0.758408635135274,0.61513917404227,0.815052113654092
4,0.0723155272100121,0.505491165127605,0.586793826224748
4,0.55483594621066,0.620994508424774,0.672248433385976
4,0.932219752098899,0.801751682409085,0.0552254660660401
4,0.120165964658372,0.863698046684731,0.0968163090501912
4,0.768067367677577,0.0774874495016411,0.464638452047948
4,0.569735536109656,0.945766249462031,0.408881016590167
4,0.491766118437517,0.300547243072651,0.693324356435332
4,0.836819504785817,0.776795494719408,0.0738959295023233
4,0.504883173056878,0.159936708782334,0.522411507025827
4,0.371417707966175,0.632601184751838,0.158422863634769
4,0.343326992318034,0.708320136324037,0.751263076481409
4,0.0837257189908996,0.608884332228918,0.636154080219567
4,0.684774018449243,0.0611163658811711,0.762825885412749
4,0.623610453554429,0.458158694952726,0.479350980273448
4,0.542437551848125,0.930451022810303,0.2206900795619
4,0.0300637379963882,0.904033617542591,0.856098871512804
4,0.236762079212349,0.679210521623027,0.968015741552226
4,0.206522852887865,0.915027176230215,0.18256250008475
4,0.747999216062017,0.664144035724457,0.779088898585178
4,0.453698076284491,0.461465295427479,0.873390077131335
5,0.664134415739682,0.363187653378118,0.104219523440115
5,0.981662133890204,0.225209033642896,0.965231585118454
5,0.165551675923634,0.485475116567686,0.833437124085613
5,0.517449530770536,0.767150484279264,0.208154390712734
5,0.267746534533799,0.987849569313694,0.479967523913365
5,0.320854393893387,0.165838402351364,0.355433653190266
5,0.558223200696521,0.142573141588364,0.512466138496529
5,0.624646083661355,0.838433883520775,0.0639089706144296
5,0.941393917622045,0.612422097378876,0.934730008675251
5,0.994603735313285,0.293226067672949,0.505177707150579
5,0.24922393734334,0.0196186357736588,0.0275959228817374
5,0.920193683591206,0.45789436010411,0.217346208812669
5,0.684222049233504,0.667193559734151,0.889117629597895
5,0.118076177921612,0.0642839041096158,0.263414587064181
5,0.841157521377318,0.374193776084576,0.863248067162931
5,0.468041883010883,0.736677888848353,0.294114956359845
5,0.354164562248625,0.416918826224282,0.896875879941508
5,0.151700392654166,0.353038738504983,0.603961678738706
5,0.734119129313622,0.69186984176049,0.249647640455514
5,0.286510662406217,0.395034965605009,0.034734244493302
5,0.0590767927211709,0.32655846395297,0.688442472580355
5,0.706481681943405,0.439096599062905,0.177320357677527
5,0.723633155743591,0.241078838112298,0.804884322036523
5,0.636798766928259,0.65727533166064,0.164987465552986
5,0.135732239368372,0.940106253018603,0.745956256745849
5,0.601487913988531,0.112703116936609,0.0489724653493613
5,0.211108517989051,0.684153855110053,0.669408217924647
5,0.342377835921943,0.713761704128701,0.629159097259399
5,0.674491908487398,0.0574344379804097,0.128819873179309
5,0.855179509243462,0.259789631932508,0.982067918998655
5,0.37474973418517,0.0895390940224752,0.923268837563228
5,0.82620160385035,0.0734950904198922,0.0869517714274116
5,0.0729210221394896,0.103213717213366,0.712518179600593
5,0.0216914807423018,0.536748464498669,0.703997337846085
5,0.979960279322695,0.623403126443736,0.0799555598758161
5,0.699087618754711,0.236586369636934,0.69935637944378
5,0.52215113786282,0.748965657218359,0.915713065401651
5,0.791012020804919,0.870399260290433,0.678194654677063
5,0.179230489130132,0.632034523661714,0.462007857952267
5,0.0458942560548894,0.282797575960867,0.130553395096213
5,0.314490748902317,0.0385467909113504,0.90335772157181
5,0.655291839512065,0.917285808951128,0.253204471238423
5,0.398884783771355,0.523260282888077,0.390396411244292
5,0.498812668654136,0.472046765158884,0.140162398717366
5,0.952227648003027,0.174149025501683,0.189358935188502
5,0.830618139479775,0.904935582964681,0.583417313050013
5,0.483489324445836,0.604332189927809,0.970624547817279
5,0.0982189751393162,0.00437712773215026,0.564733205453958
5,0.642112893653102,0.922211500040721,0.273665877811145
5,0.000969038740731776,0.499948729188181,0.0104482291196473
5,0.27798922332935,0.849269093084149,0.944172684280202
5,0.883920553654898,0.860565463502426,0.437813043543138
5,0.195238709554542,0.783939789864235,0.827626329064369
5,0.142951639385428,0.720609831011388,0.520848247702233
5,0.748481796241831,0.267086871042848,0.956892412046436
5,0.818891558004543,0.215411921537016,0.788690519311931
5,0.105766569823027,0.670923057612963,0.482661735971924
5,0.508582756787073,0.188180055539124,0.599204066365492
5,0.456254026782699,0.933496743324213,0.448057109813672
5,0.935060561173595,0.56230344083393,0.762544249556959
5,0.763379542576149,0.588033274745103,0.400382152639795
5,0.182984043864999,0.851959247097839,0.850277850893326
5,0.867812416558154,0.886190667340998,0.112661559502594
5,0.0386580071714707,0.8142787913559,0.00999062000308186
5,0.803408466405235,0.465500256989617,0.641043568132445
5,0.577653420239221,0.976767598490696,0.847930571730249
5,0.580404468702618,0.750586999638472,0.347131306540687
5,0.364499135585502,0.445675256948452,0.0955023813783191
5,0.549248947401065,0.773649848683272,0.633394888883922
5,0.904712179722264,0.126558144935407,0.377382313611452
5,0.126347112630028,0.208486138316803,0.227610477309208
5,0.290627524827141,0.705659558498301,0.322470303985756
5,0.229510028276127,0.54476984170964,0.797470761805307
5,0.563723492701538,0.385618097218685,0.15646825973643
5,0.0199575214693323,0.305982938020024,0.536914839067031
5,0.774643930224702,0.578500644240994,0.736377069191076
5,0.896196949903388,0.336848905966617,0.752820598701946
5,0.389196533700451,0.0429801352298819,0.571640238340478
5,0.598074609979521,0.958155752611347,0.871065011634491
5,0.96411358129466,0.314570490308106,0.541590643890668
5,0.407627769291867,0.0265595746971667,0.49835681236349
5,0.914509535608813,0.347933932505548,0.386743496693671
5,0.066227802222129,0.5990464803949,0.994559499535244
5,0.258222506318707,0.135446688660886,0.418375883544795
5,0.614137366246432,0.960773702950683,0.453681351386476
5,0.755023640333675,0.407143267295323,0.305792563182767
5,0.204734529713169,0.422050620103255,0.232684378314298
5,0.87283202913357,0.0932847774308175,0.285021499672439
5,0.430305732970592,0.821594462275971,0.77490811659256
5,0.235574032492004,0.199732089177705,0.722578962240368
5,0.0854015161679126,0.511881975620054,0.33412090779515
5,0.47819569448242,0.99395079986658,0.422333082321566
5,0.718376172159333,0.276527171165217,0.364059986688662
5,0.302150297823828,0.642031913772225,0.19165894678561
5,0.422953458544798,0.501550739828963,0.656604742545169
5,0.533102991271298,0.89385011727456,0.618112067477778
5,0.783449952567462,0.79506691068178,0.815734135599341
5,0.446406794462819,0.551860170122236,0.314326233384199
5,0.410668853837997,0.156459964578971,0.556266162395477
5,0.331254928691778,0.801394711842295,0.0597639235761017
6,0.930097723570652,0.323562835757621,0.960073369932361
6,0.632201282142196,0.99421032525599,0.220260613379069
6,0.877101133195683,0.876136823948473,0.630678423540667
6,0.215469994582236,0.549569432477001,0.195787403988652
6,0.668166598593816,0.636792395750526,0.324754867849406
6,0.954722981122322,0.854592660469934,0.287983793136664
6,0.138252915188204,0.970755985302385,0.6434693872137
6,0.641604874464683,0.553652756521478,0.0134543851041235
6,0.74091617165599,0.674246586079244,0.16341904723784
6,0.141235364638269,0.338663683398627,0.996674629626796
6,0.834178193362895,0.610957119117957,0.129404803414363
6,0.329269889923744,0.0388059553084895,0.744061868905555
6,0.342359672482125,0.77214311335003,0.5121946818172
6,0.0773579868557863,0.0696357793570496,0.934222736603115
6,0.651001313943416,0.684594961937983,0.155916888178326
6,0.27596144744195,0.60693411083892,0.76008347539464
6,0.169821722186171,0.15961971886456,0.816852950870525
6,0.869553779766429,0.444223278656136,0.695584142415319
6,0.419400610036682,0.431160377340857,0.948129573683254
6,0.796645534944255,0.168192049982026,0.495528263796587
6,0.586288253620733,0.513328551149461,0.369843015577644
6,0.98300021904055,0.882230070284568,0.104833916635253
6,0.407481396067888,0.644185976029839,0.084777130803559
6,0.689264024987351,0.12708559717983,0.399285579440184
6,0.189087988021784,0.469783613467589,0.477512553492561
6,0.462179130397271,0.360522398499306,0.530901043734048
6,0.0597285064123571,0.569823733901139,0.793944919344503
6,0.00275578916538507,0.198375934395008,0.577508561199065
6,0.198956472012214,0.711247823357116,0.829036739058793
6,0.392376813725568,0.485612115066033,0.520589038426988
6,0.222313107838854,0.953304511494935,0.834541827528738
